,latitude,longitude,population,review_count,is_open,alcohol,parking,good_for_kids,reservations,delivery,takeout,accepts_credit_cards,stars
55,40.1105507,-88.2399953,38156,70.0,1.0,1,1,1,0,1,1,1,3.5
56,40.117061,-88.2432312,38156,149.0,1.0,1,1,1,0,0,1,1,4.5
57,40.1171306,-88.2426005,38156,329.0,0.0,0,1,0,1,0,1,1,3.5
58,40.117733,-88.243876,38156,74.0,0.0,0,1,0,0,0,0,1,4.0
59,40.110518,-88.237281,38156,34.0,0.0,0,1,1,0,0,0,1,3.5
60,40.087699,-88.247455,38156,98.0,1.0,1,1,1,0,1,1,1,4.5
61,40.109335,-88.23084,38156,14.0,0.0,0,0,1,0,1,1,1,1.5
62,40.1097873,-88.2404819,38156,12.0,1.0,1,1,1,0,1,1,1,3.5
63,40.0995658,-88.2443819,38156,11.0,0.0,1,0,1,0,1,1,1,4.5
64,40.1099808,-88.2314369,38156,35.0,1.0,1,1,1,1,1,1,1,4.5
65,40.1150169,-88.2461558,38156,27.0,1.0,0,1,0,0,0,1,1,3.5
66,40.110474,-88.233544,38156,98.0,1.0,1,1,1,0,1,1,1,3.5
67,40.1052106,-88.2439082,38156,50.0,1.0,1,1,1,1,1,1,1,4.0
68,40.1104457,-88.2330726,38156,49.0,1.0,1,0,1,0,1,1,1,4.0
69,40.085464,-88.2461754,38156,27.0,1.0,1,1,1,0,0,1,1,3.5
70,40.1168537098,-88.2406103611,38156,61.0,1.0,0,1,1,0,0,1,1,4.0
71,40.117733,-88.2439031,38156,175.0,1.0,0,1,1,0,1,1,1,4.0
72,40.101522,-88.24448,38156,174.0,1.0,1,1,1,0,1,1,1,4.0
73,40.1101671,-88.2329249,38156,450.0,1.0,0,1,0,0,0,1,1,4.5
74,40.0865504478,-88.2469860629,38156,199.0,1.0,0,1,1,1,0,1,1,3.5
75,40.110141,-88.231874,38156,40.0,1.0,1,1,1,0,1,1,1,4.0
76,40.1168917,-88.2426766,38156,154.0,0.0,0,1,0,1,0,0,1,4.0
77,40.1311947,-88.2575824,38156,7.0,1.0,1,1,1,0,0,1,1,3.0
78,40.1104696,-88.2331177,38156,21.0,0.0,1,1,1,0,1,1,1,3.5
79,40.1101985,-88.2402729,38156,25.0,1.0,1,0,0,0,1,1,1,2.5
80,40.1105528,-88.2366073,38156,73.0,1.0,1,1,1,0,1,1,1,3.0
81,40.1099251,-88.2314617,38156,49.0,0.0,1,1,1,0,0,1,1,4.5
82,40.117491,-88.243875,38156,170.0,1.0,0,1,0,1,1,1,1,3.5
83,40.1185309,-88.2448176,38156,149.0,1.0,0,1,1,1,1,1,1,3.5
84,40.142039,-88.244042,38156,11.0,1.0,1,0,1,0,0,1,1,3.5
85,40.1105931,-88.2296109,38156,90.0,1.0,1,1,1,0,0,1,1,3.5
86,40.1100646,-88.2296092,38156,78.0,0.0,1,1,1,0,1,1,1,4.0
87,40.0975206791,-88.2452390296,38156,35.0,1.0,1,1,1,0,1,1,1,2.0
88,40.1185125,-88.2449947,38156,51.0,0.0,0,1,1,1,1,1,1,3.0
89,40.119807,-88.2438559,38156,18.0,0.0,0,1,0,0,0,1,1,3.5
90,40.0902821733,-88.246343316,38156,34.0,1.0,1,1,1,0,0,1,1,3.0
91,40.1189773,-88.2442721,38156,183.0,1.0,0,1,0,1,0,1,1,4.0
92,40.1111448,-88.2391289,38156,69.0,1.0,0,1,0,0,1,1,1,3.0
93,40.0937168,-88.2373608,38156,104.0,1.0,0,1,1,1,0,1,1,3.0
94,40.1101088,-88.2322903,38156,17.0,1.0,1,0,1,0,1,1,1,2.0
95,40.142536,-88.243055,38156,26.0,0.0,0,0,1,1,1,1,1,3.5
96,40.1168129,-88.2427527,38156,182.0,1.0,1,1,0,0,1,1,1,4.0
97,40.1101271,-88.2292118,38156,94.0,1.0,1,1,1,0,0,1,1,3.5
98,40.096139,-88.245141,38156,20.0,1.0,1,0,1,0,1,1,1,2.5
99,40.110688,-88.243092,38156,55.0,1.0,1,1,1,0,1,1,1,3.5
100,40.1422324798,-88.2446145825,38156,53.0,0.0,0,0,1,0,1,1,1,3.0
101,40.1177419112,-88.241513984,38156,101.0,1.0,0,1,0,0,0,1,1,3.5
102,40.1106376,-88.2324833,38156,48.0,0.0,1,1,1,0,1,1,1,3.5
103,40.1113654,-88.228907,38156,68.0,1.0,1,1,1,0,1,1,1,3.5
104,40.1104308,-88.2326799,38156,56.0,1.0,0,0,1,0,1,1,1,3.5
105,40.1175386,-88.243133,38156,50.0,1.0,0,1,0,0,0,1,1,3.0
106,40.1411239,-88.2462019,38156,74.0,1.0,0,1,1,0,1,1,1,2.5
107,40.1104378577,-88.2297856361,38156,64.0,0.0,1,1,1,0,1,1,1,3.5
108,40.138507,-88.243173,38156,68.0,1.0,1,0,1,0,1,1,1,2.0
109,40.091901,-88.245362,38156,46.0,1.0,1,1,0,0,0,1,1,5.0
110,40.110041,-88.2296889,38156,87.0,0.0,1,1,1,0,0,1,1,4.5
111,40.112801,-88.239078,38156,36.0,0.0,0,1,1,1,1,1,1,3.5
112,40.1100643,-88.229494,38156,54.0,1.0,1,1,1,1,1,1,1,3.0
113,40.1114257,-88.2304288,38156,84.0,0.0,0,1,1,1,0,1,1,3.0
114,40.1105984,-88.2290979,38156,23.0,1.0,1,1,1,0,0,1,1,3.0
115,40.1106376,-88.2324833,38156,179.0,1.0,1,1,1,0,0,1,1,4.0
116,40.1108057882,-88.2306332823,38156,32.0,1.0,1,0,1,0,1,1,1,3.0
117,40.1170512,-88.2426386,38156,294.0,1.0,0,1,1,0,1,1,1,4.0
118,40.0900638618,-88.2464063362,38156,73.0,0.0,0,1,1,1,0,1,1,3.0
119,40.1107138379,-88.2430895568,38156,51.0,1.0,0,1,0,0,1,1,1,2.5
120,40.1095997,-88.2301132,38156,89.0,0.0,0,1,0,0,0,1,1,3.0
121,40.111322,-88.230602,38156,102.0,1.0,1,1,1,1,0,0,1,3.5
122,40.1128063,-88.2391787,38156,49.0,1.0,0,1,1,0,1,1,1,3.0
123,40.1104555,-88.2305861,38156,52.0,1.0,0,0,1,0,1,1,1,3.0
124,40.1112889,-88.2305908,38156,54.0,1.0,1,1,1,0,1,1,1,4.5
125,40.1102799,-88.2298014,38156,43.0,0.0,0,0,1,0,1,1,1,3.5
126,40.1375274658,-88.245300293,38156,71.0,1.0,0,1,1,1,1,1,1,3.0
127,40.0877237618,-88.2479701689,38156,32.0,1.0,1,0,1,0,1,1,1,2.5
128,40.1375695808,-88.2430710516,38156,21.0,1.0,1,0,1,0,1,1,1,1.5
129,40.1100851,-88.2395728,38156,58.0,0.0,1,1,1,0,1,1,1,3.5
130,40.086871,-88.248177,38156,129.0,1.0,1,1,1,0,0,1,1,3.5
131,40.1178481689,-88.2451191659,38156,78.0,1.0,0,1,1,1,1,1,1,4.0
132,40.0987255,-88.2470903,38156,100.0,0.0,0,1,1,1,0,1,1,3.5
133,40.1102514,-88.2335202,38156,8.0,0.0,0,0,0,0,1,1,1,2.0
134,40.12125533,-88.2427998586,38156,186.0,1.0,0,1,1,1,1,1,1,4.5
135,40.1104259,-88.2293502,38156,26.0,1.0,1,0,1,0,1,1,1,2.5
136,40.1101284,-88.2292884,38156,135.0,1.0,1,1,1,0,1,1,1,3.5
137,40.1076966669,-88.2436596975,38156,43.0,0.0,0,0,1,1,0,1,1,4.0
138,40.1100841,-88.2296051,38156,124.0,1.0,1,1,1,0,1,1,1,4.0
139,40.108174,-88.229693,38156,18.0,0.0,1,0,1,0,1,1,1,3.5
140,40.135733,-88.241153,38156,76.0,1.0,0,1,1,0,0,1,1,3.0
141,40.141355,-88.2501111,38156,55.0,1.0,1,1,1,1,0,1,1,3.0
142,40.1269433,-88.2386034,38156,43.0,1.0,1,1,1,0,1,1,1,4.0
143,40.109713,-88.2317829,38156,54.0,1.0,0,0,0,0,0,1,1,3.0
144,40.1005214,-88.2439537,38156,81.0,1.0,0,1,1,1,1,1,1,3.5
145,40.1099251,-88.2314617,38156,12.0,0.0,1,0,1,0,1,1,1,3.5
146,40.0905314,-88.2463655,38156,68.0,1.0,1,0,1,0,0,1,1,3.0
147,40.116715,-88.240606,38156,67.0,0.0,0,1,0,1,0,1,1,3.0
148,40.1178627014,-88.2433013916,38156,115.0,1.0,0,1,0,0,0,1,1,3.0
149,40.110827,-88.231612,38156,13.0,0.0,1,0,1,0,1,1,1,3.5
150,40.1189773,-88.2442721,38156,61.0,0.0,0,1,1,1,0,1,1,3.5
151,40.109988,-88.240506,38156,54.0,1.0,1,1,1,0,1,1,1,4.0
152,40.1105814,-88.2314749,38156,25.0,0.0,1,0,1,0,0,1,1,3.0
153,40.108116,-88.2300156,38156,47.0,0.0,1,1,0,0,0,1,1,3.5
154,40.110155,-88.233079,38156,58.0,1.0,1,1,1,0,0,1,1,3.5
155,40.0972098875,-88.2458299398,38156,65.0,1.0,0,1,1,1,0,1,1,4.0
156,40.092351,-88.246124,38156,125.0,1.0,0,1,1,0,1,1,1,3.0
157,40.1165558776,-88.2420127724,38156,366.0,1.0,0,1,0,0,0,1,1,4.0
158,40.1169816,-88.2426671,38156,100.0,1.0,1,1,1,0,0,1,0,4.0
159,40.1269126764,-88.2572890073,38156,7.0,1.0,1,1,1,0,1,1,1,5.0
160,40.1103471,-88.2494055,38156,14.0,1.0,0,0,1,0,1,1,1,2.5
161,40.1104381,-88.2384162,38156,23.0,0.0,1,0,1,0,1,1,1,2.0
162,40.1104086,-88.2389546,38156,563.0,1.0,1,1,1,0,0,1,1,4.5
163,40.1104616,-88.2333105,38156,116.0,1.0,1,1,1,1,0,1,1,4.0
164,40.1103799066,-88.2301879674,38156,120.0,1.0,0,1,0,0,0,1,1,3.5
165,40.0977581,-88.2487949,38156,47.0,0.0,1,1,1,0,1,1,1,3.5
166,40.0918386724,-88.245879896,38156,18.0,1.0,1,1,1,0,0,1,1,2.5
167,40.0929439,-88.2459946,38156,41.0,0.0,1,1,1,0,0,1,1,3.0
168,40.0997409,-88.2447873,38156,8.0,1.0,1,1,0,0,1,1,1,1.5
169,40.1175716,-88.2433569,38156,222.0,1.0,0,1,0,1,0,1,1,4.0
170,40.1112668,-88.229192,38156,55.0,1.0,1,1,1,0,0,1,1,3.5
171,40.110832,-88.2301846,38156,73.0,0.0,1,1,1,0,1,1,1,3.5
172,40.1113775415,-88.2304946461,38156,79.0,1.0,1,1,1,0,0,1,1,4.0
173,40.1183809,-88.2429963,38156,365.0,1.0,0,1,1,1,0,1,1,3.5
174,40.1065873,-88.2292355,38156,29.0,1.0,1,1,1,0,0,1,0,3.5
175,40.1092224,-88.231551,38156,97.0,1.0,1,1,1,0,1,1,1,3.0
176,40.116597,-88.242292,38156,122.0,1.0,0,1,0,1,0,1,1,4.0
177,40.0961489,-88.2453958,38156,80.0,1.0,0,1,1,1,0,0,1,3.5
178,40.1103674315,-88.2306395688,38156,14.0,0.0,1,1,1,0,1,1,1,3.0
179,40.110113,-88.233218,38156,28.0,0.0,1,1,1,0,1,1,1,3.0
180,33.602822,-111.983533,72830,10.0,1.0,1,1,1,0,0,1,1,4.0
181,33.6403226,-112.0210482,72830,66.0,0.0,0,1,1,0,1,1,1,4.0
182,33.6413456,-112.0067901,72830,207.0,1.0,1,1,1,0,0,1,1,4.0
183,33.5983785,-112.0136019,72830,72.0,1.0,1,1,1,0,1,1,1,4.5
184,33.610826,-111.9791238,72830,82.0,1.0,1,1,1,0,1,1,1,3.0
185,33.6418665,-111.9955187,72830,94.0,1.0,0,1,1,1,1,1,1,3.0
186,33.641795,-111.994984,72830,11.0,0.0,1,1,1,0,0,1,1,3.5
187,33.5974146,-112.0124025,72830,184.0,1.0,1,1,1,0,1,1,1,3.0
188,33.630768474999996,-112.0312417299,72830,36.0,0.0,0,1,1,1,1,1,1,4.5
189,33.6382915146,-111.9811101912,72830,152.0,1.0,1,1,1,1,1,1,1,4.0
190,33.6225716,-112.031256,72830,32.0,0.0,0,1,0,1,1,1,1,3.5
191,33.640232,-111.979545,72830,250.0,0.0,0,1,1,0,0,1,1,3.5
192,33.5980470698,-112.0127941668,72830,18.0,1.0,1,0,1,0,0,1,1,1.5
193,33.6400213,-111.9781923,72830,100.0,1.0,0,1,1,0,1,1,1,3.5
194,33.6308566,-112.0313822,72830,302.0,1.0,1,1,1,0,0,1,1,4.5
195,33.640232,-111.979545,72830,19.0,0.0,0,0,1,1,1,1,1,3.0
196,33.6024722,-111.9781727,72830,47.0,0.0,0,1,1,0,0,1,1,3.5
197,33.5992760512,-111.9835480303,72830,126.0,0.0,1,1,1,0,0,1,1,3.5
198,33.599378479,-111.9894767046,72830,461.0,1.0,0,1,0,1,0,1,1,4.0
199,33.6400724,-111.9823842,72830,73.0,1.0,0,1,0,1,1,1,1,3.5
200,33.624699,-112.014446,72830,76.0,1.0,1,1,1,0,1,1,1,3.5
201,33.6119171,-112.0125521,72830,30.0,0.0,0,1,1,0,0,1,1,2.5
202,33.6255475,-112.0312575,72830,53.0,1.0,1,1,1,1,1,1,1,4.0
203,33.5986921,-111.9783076,72830,80.0,1.0,1,1,1,0,1,1,1,2.5
204,33.6412984,-112.0063922,72830,22.0,0.0,1,1,1,0,0,1,1,4.5
205,33.6402141,-112.0210245,72830,460.0,1.0,0,1,1,0,1,1,1,4.5
206,33.638604,-111.978331,72830,63.0,1.0,1,1,1,0,1,1,1,3.0
207,33.6400616,-111.9805444,72830,36.0,1.0,1,1,1,0,0,1,1,2.0
208,33.597833,-111.9784028,72830,54.0,0.0,0,1,0,1,0,1,1,3.0
209,33.59934,-111.98719,72830,117.0,1.0,1,1,1,0,1,1,1,2.5
210,33.6049273,-111.9777821,72830,61.0,0.0,0,1,1,1,0,1,1,3.5
211,33.639783,-111.97826,72830,507.0,1.0,0,1,1,1,0,1,1,4.5
212,33.6411849397,-111.9949132204,72830,19.0,1.0,1,1,1,0,0,1,1,3.5
213,33.5993478,-111.9835952,72830,181.0,1.0,0,0,1,0,1,1,1,4.5
214,33.623899,-112.031235,72830,290.0,1.0,1,1,1,1,1,1,1,4.0
215,33.5991793176,-111.9833337777,72830,141.0,1.0,1,1,1,0,1,1,1,4.0
216,33.641081,-111.983117,72830,88.0,1.0,1,1,1,0,1,1,1,3.0
217,33.6384005,-111.9795246,72830,442.0,1.0,0,1,1,1,0,1,1,4.5
218,33.6097361674,-112.0137622569,72830,152.0,1.0,0,1,1,1,1,1,1,3.5
219,33.6381949,-111.9772608,72830,78.0,1.0,1,0,1,0,1,1,1,3.0
220,33.6267017208,-111.9946833082,72830,88.0,1.0,0,1,1,0,1,1,1,3.5
221,33.6405727,-112.0202933,72830,182.0,1.0,0,1,1,0,0,1,1,4.0
222,33.611676987,-111.9984461607,72830,155.0,1.0,1,1,1,0,1,1,1,4.5
223,33.6398853231,-111.9956595451,72830,83.0,0.0,1,1,1,0,1,1,1,4.0
224,33.628628,-112.013095,72830,35.0,0.0,0,1,0,0,0,0,1,3.5
225,33.5988384,-111.9827632,72830,214.0,1.0,0,1,1,0,0,1,1,3.5
226,33.6417888,-111.9947311,72830,11.0,0.0,1,0,1,0,0,1,1,3.0
227,33.6413010557,-112.0066810772,72830,19.0,0.0,1,1,1,1,0,1,1,4.5
228,33.6108041847,-112.0128359656,72830,1729.0,1.0,1,1,1,0,0,1,0,4.5
229,33.640232,-111.979545,72830,8.0,0.0,0,1,1,1,0,1,1,2.5
230,33.5993581,-111.9844336,72830,58.0,1.0,1,1,1,0,1,1,1,2.5
231,33.640076,-112.004291,72830,12.0,0.0,1,1,1,0,0,1,1,4.0
232,33.6243986279,-111.9797646895,72830,41.0,0.0,1,1,1,0,1,1,1,3.5
233,33.6001599,-111.9786989,72830,372.0,1.0,0,1,1,0,1,1,1,4.5
234,33.6399009,-112.0100999,72830,3.0,0.0,0,1,1,0,0,1,1,2.5
235,33.641201,-112.0067284,72830,21.0,0.0,1,0,1,1,1,1,1,3.5
236,33.6411582786,-111.9935958306,72830,45.0,1.0,1,1,1,0,0,1,1,2.0
237,33.640200233,-112.0128826797,72830,98.0,1.0,1,1,1,0,1,1,1,2.0
238,33.5986539,-111.9784951,72830,62.0,1.0,1,1,1,0,1,1,1,2.5
239,33.627247761,-111.9784019265,72830,86.0,1.0,1,0,1,0,1,1,1,3.0
240,33.602717,-111.979256,72830,121.0,1.0,0,1,1,1,0,1,1,3.0
241,33.5996610763,-111.9822933696,72830,424.0,1.0,0,1,1,0,0,1,1,3.5
242,33.5974178719,-111.9816356153,72830,92.0,1.0,0,1,1,1,0,1,1,3.5
243,33.6400213,-111.9781923,72830,108.0,0.0,1,1,1,0,0,1,1,3.5
244,33.6412028037,-112.0305205,72830,30.0,1.0,1,0,1,0,0,1,1,2.0
245,33.6010817,-111.9797526,72830,40.0,1.0,1,1,1,0,0,1,1,2.5
246,33.6109922273,-111.9963693704,72830,34.0,1.0,1,0,1,0,0,1,1,3.0
247,33.6315727234,-112.0139312744,72830,40.0,0.0,1,1,1,0,1,1,1,3.5
248,33.5972271441,-112.0140078664,72830,46.0,0.0,0,1,1,1,0,1,1,3.5
249,33.6244667,-111.978891,72830,79.0,1.0,0,1,1,1,1,1,1,3.5
250,33.6399519009,-112.019165148,72830,132.0,0.0,0,1,1,1,0,1,1,3.5
251,33.6381854411,-111.9773865092,72830,52.0,1.0,0,0,1,0,0,1,1,3.0
252,33.6259,-112.0136,72830,31.0,1.0,1,0,1,0,1,1,1,2.0
253,33.6411982,-111.9942286,72830,71.0,1.0,1,1,1,0,1,1,1,3.0
254,33.64024,-112.029534,72830,3.0,0.0,1,0,1,0,0,1,1,2.0
255,33.6299102,-112.0312192,72830,115.0,1.0,1,1,1,0,0,1,1,4.5
256,33.6413456,-112.0067901,72830,69.0,1.0,0,1,1,1,0,1,1,3.5
257,33.599418911,-111.9892552998,72830,21.0,1.0,1,1,1,0,1,1,1,4.0
258,33.640035,-111.9781923,72830,44.0,1.0,1,1,1,0,1,1,1,4.5
259,33.6275895,-112.0113666,72830,159.0,1.0,1,1,1,0,1,1,1,3.0
260,33.6422558,-112.0129337,72830,44.0,1.0,1,1,1,0,0,1,1,3.0
261,33.6285148087,-111.9783446123,72830,347.0,1.0,0,1,1,0,1,1,1,4.0
262,33.638405,-111.979837,72830,7.0,0.0,0,1,1,0,1,1,1,3.5
263,33.6403198242,-112.0210494995,72830,110.0,0.0,0,1,1,1,0,1,1,4.0
264,33.640232,-111.979545,72830,48.0,0.0,0,1,1,0,0,1,1,3.0
265,33.638619,-111.97845,72830,21.0,1.0,1,0,1,0,1,1,1,3.0
266,33.6265955062,-112.0113766193,72830,68.0,1.0,1,1,1,0,0,1,1,2.0
267,33.6400807,-112.0101894,72830,42.0,1.0,1,0,1,0,1,1,1,2.5
268,33.6111282077,-111.9985128478,72830,139.0,1.0,0,1,0,0,0,1,1,3.5
269,33.6378373236,-112.0136707705,72830,119.0,1.0,1,1,1,1,0,1,1,5.0
270,33.6401895,-111.9795107,72830,139.0,1.0,0,1,1,1,1,1,1,4.0
271,33.5972754,-112.0142656,72830,49.0,1.0,0,1,1,1,1,1,1,3.0
272,33.6410008,-112.0051833,72830,83.0,1.0,1,1,1,0,0,1,1,1.5
273,33.6255499,-111.979567,72830,41.0,1.0,1,0,1,0,1,1,1,3.0
274,33.6400750223,-112.0289347973,72830,35.0,1.0,1,0,1,0,1,1,1,1.5
275,33.639286,-111.978313,72830,54.0,1.0,1,0,1,0,0,1,1,3.5
276,33.6009221527,-111.9786944841,72830,254.0,1.0,1,1,1,0,0,1,1,4.0
277,33.640307924,-112.0251232758,72830,281.0,1.0,0,1,1,1,0,1,1,4.0
278,33.6107716621,-111.9963345135,72830,223.0,1.0,0,1,1,1,1,1,1,4.0
279,33.63835,-111.978388,72830,82.0,1.0,0,1,1,1,0,1,1,4.5
280,33.6273791275,-112.0122645532,72830,89.0,1.0,1,1,1,0,0,1,0,4.5
281,33.602801436,-111.9781338328,72830,106.0,0.0,1,1,1,0,0,1,1,4.0
282,33.6401649,-112.0110053,72830,62.0,1.0,1,0,1,0,1,1,1,2.5
283,33.6026941924,-111.983230859,72830,62.0,0.0,1,0,1,0,0,1,1,4.5
284,33.6430106,-112.031289,72830,130.0,1.0,0,1,0,1,0,1,1,3.5
285,33.6003783,-111.9786507,72830,267.0,1.0,0,1,1,1,1,1,1,3.0
286,33.6400327,-112.0249314,72830,103.0,0.0,0,1,1,1,0,1,1,3.5
287,33.5984581,-111.9794097,72830,43.0,0.0,0,1,1,0,0,1,1,3.5
288,33.612935,-111.976905,72830,353.0,1.0,0,1,1,1,1,1,1,4.5
289,33.6020499851,-111.9836961531,72830,55.0,1.0,1,1,1,0,0,1,1,4.5
290,33.5979824,-111.9793102,72830,231.0,1.0,0,1,1,1,0,1,1,3.5
291,33.6409996,-112.0188999,72830,29.0,0.0,1,1,1,0,1,1,1,2.0
292,33.640223,-112.004267,72830,125.0,0.0,1,1,1,0,1,1,1,3.0
293,33.6416092,-111.9834803,72830,10.0,0.0,1,0,1,0,0,1,1,3.0
294,33.5995038,-111.9817557,72830,102.0,1.0,0,1,1,0,1,1,1,3.0
295,33.6417906,-111.9945872,72830,139.0,1.0,1,1,1,0,1,1,1,3.5
296,33.6130379613,-111.9771734987,72830,21.0,1.0,1,0,1,0,1,1,1,3.0
297,33.5986921,-111.9783076,72830,88.0,0.0,0,1,1,1,0,1,1,3.0
298,33.6329349,-112.0313822,72830,439.0,1.0,0,1,1,1,1,1,1,3.5
299,33.5995583197,-111.9890650807,72830,571.0,1.0,0,1,1,0,1,1,1,3.5
300,33.5973316,-112.0140001,72830,121.0,0.0,0,1,1,0,0,1,1,3.5
301,33.6031987895,-111.9789701222,72830,48.0,0.0,1,1,1,0,0,1,1,3.5
302,33.6027450137,-111.9832242212,72830,12.0,0.0,1,1,1,0,0,1,1,4.0
303,33.6108205645,-111.9774969726,72830,185.0,1.0,0,1,1,0,0,1,1,3.0
304,33.625968,-112.0121813,72830,75.0,1.0,1,1,1,0,0,1,1,4.0
305,33.6272767,-111.9952466,72830,199.0,1.0,1,1,1,0,0,1,1,4.5
306,33.6402605546,-112.0195996054,72830,64.0,1.0,1,1,1,0,0,1,1,3.0
307,33.6124852,-112.012193,72830,250.0,1.0,0,1,1,0,0,1,1,4.0
308,33.5981075,-111.9789241,72830,117.0,0.0,0,1,0,0,0,1,1,3.0
309,33.5986789,-111.9840609,72830,48.0,1.0,1,1,1,0,1,1,1,3.0
310,33.5989519113,-111.9796714128,72830,188.0,1.0,1,1,1,0,0,1,1,4.0
311,33.6002582,-111.9864131,72830,100.0,1.0,1,1,1,0,1,1,1,3.5
312,33.624311,-111.978425,72830,236.0,1.0,1,1,1,0,1,1,1,4.0
313,33.6104924,-112.0131265,72830,31.0,0.0,0,1,1,0,1,1,1,3.0
314,33.6275895,-112.0113666,72830,299.0,1.0,1,1,1,1,1,1,1,4.0
