,latitude,longitude,population,state,review_count,is_open,alcohol,parking,good_for_kids,reservations,delivery,takeout,accepts_credit_cards,stars
279,33.63835,-111.978388,72830,AZ,82,1,0,1,1,1,0,1,1,4.5
280,33.62737913,-112.0122646,72830,AZ,89,1,1,1,1,0,0,1,0,4.5
281,33.60280144,-111.9781338,72830,AZ,106,0,1,1,1,0,0,1,1,4
282,33.6401649,-112.0110053,72830,AZ,62,1,1,0,1,0,1,1,1,2.5
283,33.60269419,-111.9832309,72830,AZ,62,0,1,0,1,0,0,1,1,4.5
284,33.6430106,-112.031289,72830,AZ,130,1,0,1,0,1,0,1,1,3.5
285,33.6003783,-111.9786507,72830,AZ,267,1,0,1,1,1,1,1,1,3
286,33.6400327,-112.0249314,72830,AZ,103,0,0,1,1,1,0,1,1,3.5
287,33.5984581,-111.9794097,72830,AZ,43,0,0,1,1,0,0,1,1,3.5
288,33.612935,-111.976905,72830,AZ,353,1,0,1,1,1,1,1,1,4.5
289,33.60204999,-111.9836962,72830,AZ,55,1,1,1,1,0,0,1,1,4.5
290,33.5979824,-111.9793102,72830,AZ,231,1,0,1,1,1,0,1,1,3.5
291,33.6409996,-112.0188999,72830,AZ,29,0,1,1,1,0,1,1,1,2
292,33.640223,-112.004267,72830,AZ,125,0,1,1,1,0,1,1,1,3
293,33.6416092,-111.9834803,72830,AZ,10,0,1,0,1,0,0,1,1,3
294,33.5995038,-111.9817557,72830,AZ,102,1,0,1,1,0,1,1,1,3
295,33.6417906,-111.9945872,72830,AZ,139,1,1,1,1,0,1,1,1,3.5
296,33.61303796,-111.9771735,72830,AZ,21,1,1,0,1,0,1,1,1,3
297,33.5986921,-111.9783076,72830,AZ,88,0,0,1,1,1,0,1,1,3
298,33.6329349,-112.0313822,72830,AZ,439,1,0,1,1,1,1,1,1,3.5
299,33.59955832,-111.9890651,72830,AZ,571,1,0,1,1,0,1,1,1,3.5
300,33.5973316,-112.0140001,72830,AZ,121,0,0,1,1,0,0,1,1,3.5
301,33.60319879,-111.9789701,72830,AZ,48,0,1,1,1,0,0,1,1,3.5
302,33.60274501,-111.9832242,72830,AZ,12,0,1,1,1,0,0,1,1,4
303,33.61082056,-111.977497,72830,AZ,185,1,0,1,1,0,0,1,1,3
304,33.625968,-112.0121813,72830,AZ,75,1,1,1,1,0,0,1,1,4
305,33.6272767,-111.9952466,72830,AZ,199,1,1,1,1,0,0,1,1,4.5
306,33.64026055,-112.0195996,72830,AZ,64,1,1,1,1,0,0,1,1,3
307,33.6124852,-112.012193,72830,AZ,250,1,0,1,1,0,0,1,1,4
308,33.5981075,-111.9789241,72830,AZ,117,0,0,1,0,0,0,1,1,3
309,33.5986789,-111.9840609,72830,AZ,48,1,1,1,1,0,1,1,1,3
310,33.59895191,-111.9796714,72830,AZ,188,1,1,1,1,0,0,1,1,4
311,33.6002582,-111.9864131,72830,AZ,100,1,1,1,1,0,1,1,1,3.5
312,33.624311,-111.978425,72830,AZ,236,1,1,1,1,0,1,1,1,4
313,33.6104924,-112.0131265,72830,AZ,31,0,0,1,1,0,1,1,1,3
314,33.6275895,-112.0113666,72830,AZ,299,1,1,1,1,1,1,1,1,4
315,33.60239484,-111.9780978,72830,AZ,145,0,0,1,1,1,0,1,1,3
316,33.6260043,-111.9955494,72830,AZ,74,1,1,1,1,0,0,1,1,2.5
317,33.5973156,-111.9815688,72830,AZ,294,1,0,1,1,0,1,1,1,4
318,33.6021872,-111.9836094,72830,AZ,15,1,1,0,1,0,0,1,1,3
319,33.6401918,-112.0293561,72830,AZ,24,1,1,1,1,0,1,1,1,3
320,33.59813686,-111.9836125,72830,AZ,38,1,1,1,1,0,0,1,1,3.5
321,33.627641,-112.01161,72830,AZ,25,1,1,1,1,0,1,1,1,4
322,33.6272318,-112.0121147,72830,AZ,26,0,1,1,1,1,0,1,1,2
323,33.6268437,-112.0092121,72830,AZ,7,1,1,0,1,0,1,1,1,3
324,33.602683,-111.9813721,72830,AZ,538,1,0,1,1,1,0,1,1,3.5
325,33.5976219,-111.9785649,72830,AZ,177,1,0,1,1,0,1,1,1,3
326,33.602536,-111.983375,72830,AZ,17,0,1,0,1,1,1,1,1,4
327,33.641031,-112.018653,72830,AZ,176,1,1,1,1,0,1,1,1,4.5
328,33.6021872,-111.9836094,72830,AZ,145,1,0,1,1,1,1,1,1,3.5
329,33.6383054,-111.9794686,72830,AZ,49,0,0,1,1,1,0,1,1,4.5
